Sample,Start,Release,Resume,HandlerEnd,Return,End,Gen0Before,Gen0After,Gen2Before,Gen2After,ThreadsBefore,ThreadsAfter
1,166266273230,166266293899,166266296311,166267102809,166267122397,166267123119,3,3,3,3,3,3
2,166267361942,166267378643,166267383321,166268276319,166268297919,166268298661,3,3,3,3,3,3
3,166268572399,166268590282,166268592638,166269386082,166269396622,166269397112,3,3,3,3,3,3
4,166269605770,166269622361,166269625214,166270500721,166270522902,166270523593,3,3,3,3,3,3
5,166270788986,166270806128,166270809847,166271583023,166271593312,166271593823,3,3,3,3,3,3
6,166271797281,166271813471,166271816695,166272699505,166272721095,166272721826,3,3,3,3,3,3
7,166272998380,166273017455,166273024659,166273898111,166273920132,166273920853,3,3,3,3,3,3
8,166274206053,166274222304,166274224459,166275105035,166275126815,166275127516,3,3,3,3,3,3
9,166275412356,166275431200,166275433503,166276250691,166276272512,166276273203,3,3,3,3,3,3
10,166276531382,166276548394,166276552924,166277326291,166277336449,166277336960,3,3,3,3,3,3
11,166277540889,166277556759,166277559031,166278436190,166278457760,166278458452,3,3,3,3,3,3
12,166278743541,166278760954,166278764051,166279584795,166279606596,166279607297,3,3,3,3,3,3
13,166279867320,166279883871,166279886404,166280660742,166280671112,166280671623,3,3,3,3,3,3
14,166280878236,166280894406,166280897183,166281772819,166281794640,166281795291,3,3,3,3,3,3
15,166282093986,166282113462,166282115705,166282880485,166282890394,166282890935,3,3,3,3,3,3
16,166283192705,166283212772,166283215549,166283979749,166283990068,166283990579,3,3,3,3,3,3
17,166284281830,166284299052,166284303238,166285077897,166285088507,166285089078,3,3,3,3,3,3
18,166285296854,166285313104,166285316241,166286192328,166286214420,166286215131,3,3,3,3,3,3
19,166286503987,166286521640,166286524904,166287346230,166287367981,166287368712,3,3,3,3,3,3
20,166287631450,166287648281,166287652891,166288427881,166288438080,166288438621,3,3,3,3,3,3
21,166288644413,166288660603,166288663777,166289546216,166289567987,166289568628,3,3,3,3,3,3
22,166290639357,166290660366,166290663664,166291556262,166291579345,166291580086,4,4,4,4,3,3
23,166291845018,166291863763,166291866096,166292678695,166292701958,166292702599,4,4,4,4,3,3
24,166292938497,166292954577,166292958406,166293735058,166293747472,166293747982,4,4,4,4,3,3
25,166293956149,166293972249,166293974822,166294863092,166294885694,166294886406,4,4,4,4,3,3
26,166295181874,166295201040,166295205510,166295990267,166296035550,166296036241,4,4,4,4,3,3
27,166296274514,166296290744,166296293341,166297164448,166297186129,166297186820,4,4,4,4,3,3
28,166297473513,166297492869,166297495642,166298278716,166298289106,166298289647,4,4,4,4,3,3
29,166298509796,166298526086,166298528392,166299408046,166299432782,166299433683,4,4,4,4,3,3
30,166299714756,166299732238,166299735492,166300548893,166300570924,166300571615,4,4,4,4,3,3
31,166300820067,166300836788,166300839244,166301605407,166301615756,166301616297,4,4,4,4,3,3
32,166301819835,166301836106,166301839120,166302710078,166302731547,166302732239,4,4,4,4,3,3
33,166303017509,166303036774,166303039751,166303801336,166303811314,166303811826,4,4,4,4,3,3
34,166304029309,166304047974,166304050147,166304899254,166304921836,166304922497,4,4,4,4,3,3
35,166305231260,166305249534,166305255677,166305997726,166306036678,166306037520,4,4,4,4,3,3
36,166306327919,166306347736,166306350620,166307119728,166307129937,166307130428,4,4,4,4,3,3
