Sample,SetupCpuTicks,StopCpuTicks,CleanupCpuTicks,SetupKernelTicks,StopKernelTicks,CleanupKernelTicks,LatencyTicks
1,1770,4140,50,0,640,10,205595
2,2210,2700,20,610,750,0,172697
3,2290,4250,30,630,4250,30,220757
4,2280,3930,20,2070,1080,10,205997
5,2240,4030,10,620,1110,0,199987
6,1970,4310,70,540,0,0,212907
7,2240,2650,20,0,0,0,169371
8,2280,2690,20,0,0,0,172276
9,2190,3960,70,0,40,20,196472
10,2520,3930,10,2520,3810,0,195420
11,2190,3890,10,610,1070,0,194018
12,9920,2090,20,9920,2090,20,205835
13,4930,3940,10,4930,3520,0,195440
14,2210,4230,70,610,0,0,211685
15,2130,2680,20,0,0,0,172606
16,2300,3930,20,0,0,0,205436
17,2250,4260,70,0,0,0,213377
18,2110,2640,20,0,0,0,169351
19,2590,2570,10,0,0,0,165877
20,800,3920,30,0,0,0,193066
21,2480,4010,20,2480,2810,0,199657
22,1990,4220,60,550,1170,10,207878
23,2180,2630,20,600,730,0,167699
24,2640,2640,30,2640,2640,30,168850
25,2190,3960,70,1300,1090,20,196703
26,2190,3940,20,610,1090,0,205135
27,2250,4170,70,620,4170,70,208681
28,2230,3900,70,2080,1080,20,195240
29,2170,3840,70,600,1060,20,192046
30,2140,4320,70,590,4320,70,216412
31,2190,2670,20,1940,740,10,170704
32,2200,4010,20,610,1110,0,198424
33,2160,4250,70,600,4250,70,212756
34,2160,3890,70,2010,1070,20,194940
35,2170,3870,20,600,1070,10,196282
36,7440,4090,20,0,380,0,211895
37,2330,2670,30,640,740,10,171154
38,2310,4430,70,640,4430,70,216060
39,2200,3950,40,1890,1090,10,204284
40,2280,2760,20,630,770,0,174319
41,2290,3000,20,630,3000,20,186838
42,2200,3960,70,2200,1850,20,197183
43,2170,4800,20,600,1320,10,239596
44,2980,4200,20,820,4200,20,209402
45,8990,4350,20,3930,1200,10,206187
46,2710,3940,10,2710,3680,0,201229
47,2290,2700,20,630,750,0,172135
48,2180,3940,30,600,1090,10,195851
49,2550,3920,60,2550,3790,10,195520
50,2140,3880,20,590,1070,10,194048
51,2150,3860,70,600,1060,20,192696
52,2110,4140,20,580,4140,20,206557
53,2160,2660,30,2090,740,10,172616
54,2200,3980,10,610,1100,0,196783
55,2210,4310,10,610,0,0,214919
56,2120,3890,70,0,0,0,194419
57,2180,2670,20,0,0,0,172596
58,2200,4370,20,0,4370,20,216892
59,2180,3960,20,1170,1090,10,197243
60,2180,3940,10,600,1090,0,195400
61,2170,4120,20,600,0,0,221299
62,2520,3470,20,0,0,0,201440
63,5940,4390,30,1640,1210,10,217382
64,2650,3920,20,2650,3720,0,200619
65,2260,2670,30,620,740,10,171514
66,2210,3940,20,610,1090,10,194980
67,2300,4030,70,0,0,0,198515
68,2190,3900,10,0,0,0,194408
69,2310,3940,10,0,0,0,195661
70,2450,3960,10,2450,3480,0,196181
71,2010,3950,70,560,1090,20,195992
72,2200,2630,30,610,720,10,169592
73,2260,4240,30,620,4240,30,219056
74,2280,4000,30,2080,1100,10,210873
75,2240,2660,30,620,730,10,171675
76,2150,4320,20,590,4320,20,213287
77,1970,3970,70,1920,1090,20,196522
78,10210,2100,30,7370,580,10,207799
79,5740,3940,60,1590,1090,10,196972
80,2180,4330,20,600,4330,20,218375
81,2320,2710,20,2030,750,0,174148
82,2210,3900,70,610,1080,20,193768
83,2190,3960,20,610,3960,20,212305
84,2390,4030,60,2320,1110,20,198966
85,2180,3950,70,600,1090,20,198004
86,2180,3920,20,600,1080,10,196222
87,2560,3980,70,0,0,0,203472
88,2070,3900,70,0,0,0,194970
89,2230,2630,20,0,0,0,168860
90,2500,3980,70,2500,3080,20,197884
91,2180,2640,20,610,730,0,170302
92,2350,3950,30,650,1090,10,207098
93,2560,3920,10,2560,3780,0,202290
94,2240,3960,20,620,1090,10,196933
95,2140,3870,20,590,1070,10,193308
96,2140,4270,10,590,4270,10,212476
97,2200,3890,60,2010,1080,10,193798
98,2180,4020,30,600,1110,10,200128
99,2140,4200,70,590,4200,70,209752
100,2170,2680,10,2050,740,0,171956
101,2320,4000,20,640,1110,0,210112
102,2280,2800,30,630,0,0,185156
103,2310,2670,30,0,0,0,172396
104,2210,3940,10,0,1070,0,195060
105,2240,4040,10,620,1120,0,200828
106,2510,4040,80,2510,3850,20,202501
107,2200,3870,70,610,1070,20,193657
108,2220,2690,20,610,740,10,174269
109,2510,4040,20,0,0,0,200357
110,2190,3950,20,0,0,0,196402
111,3990,7770,50,0,0,0,417490
112,9620,4280,70,1050,4280,70,219996
113,2250,3850,70,2020,1060,20,193288
114,2250,3900,20,620,1080,0,193568
115,2160,3830,70,600,1060,20,191565
116,2450,3910,20,2450,3860,0,193197
117,2190,3880,20,610,1070,10,193858
118,2170,3930,10,600,1090,0,195450
119,2180,4140,10,600,0,0,206296
120,2190,3910,70,0,0,0,195240
121,2190,3830,70,0,0,0,191455
122,2180,3010,30,0,3010,30,189622
123,2220,4000,70,2220,1380,20,198935
124,2200,3930,20,610,1080,10,196131
125,2180,4280,20,600,4280,20,213307
126,2190,3910,70,1990,1080,20,195961
127,2220,3980,60,610,1100,20,198455
128,2180,4160,20,610,4160,20,207388
129,2190,3890,10,2080,1080,0,193718
130,2180,3920,20,600,1080,10,195760
131,2180,3900,70,600,1080,20,194769
132,2510,3870,20,2510,3800,10,192596
133,2120,3870,20,580,1070,10,192596
134,2140,3900,10,590,1080,0,194009
135,2620,3960,20,2620,3740,10,205455
136,2290,3960,30,640,1090,10,208420
137,2270,3930,30,620,1090,10,204403
138,2380,3930,70,0,0,0,196512
139,2210,3930,20,0,660,10,195530
140,2280,4000,20,630,1110,0,198826
141,2220,10760,20,610,0,0,816032
142,2310,4560,80,0,3810,20,225716
143,2360,2680,20,650,740,10,171805
144,2130,3980,70,590,1100,20,198085
145,12520,4160,20,10820,1150,10,206246
146,2350,4320,20,650,0,0,213938
147,2220,3910,70,0,0,0,195340
148,2180,3890,70,0,0,0,194720
149,2170,4200,20,0,4200,20,209251
150,2190,3860,80,1660,1070,20,193327
151,2170,3940,50,600,1090,10,195941
152,2320,2710,20,640,750,10,173448
153,2660,3960,20,0,0,0,196802
154,2230,3950,20,0,0,0,196091
155,2300,4010,10,0,0,0,199777
156,2530,3930,10,2530,3530,0,195510
157,2170,3880,70,600,1070,20,193958
158,2140,3880,20,590,1070,10,193598
159,2140,4260,20,590,0,0,212886
160,2140,3960,20,0,0,0,203863
161,2220,3970,20,0,0,0,208751
162,2260,2930,20,0,2930,20,183533
163,2100,3990,70,2100,1600,20,198235
164,2210,3900,20,610,1080,10,194319
165,2180,4350,20,600,4350,20,227778
166,2150,3930,80,1960,1090,20,196953
167,2220,3900,70,610,1080,20,195010
168,2180,4260,70,600,4260,70,212286
169,2170,3870,20,2000,1070,10,193207
170,2170,2680,10,600,740,0,173118
171,2240,4250,70,620,0,0,212596
172,2180,3960,10,0,0,0,197363
173,2130,3930,70,0,0,0,196763
174,2180,3980,20,0,700,0,198164
175,2460,3850,70,2460,3830,20,192736
176,4200,3910,30,1160,1080,10,204094
177,2650,3380,30,730,0,0,197403
178,15060,4160,20,0,650,0,213317
179,2390,2660,20,660,730,10,170564
180,2160,3950,70,600,1090,20,196882
181,2500,2710,20,2500,2710,20,173778
182,2290,3930,70,1380,1090,20,196102
183,2190,3980,20,610,1100,0,198325
184,2180,4200,70,600,4200,70,210283
185,2130,3900,10,2010,1080,0,194179
186,2130,3900,30,590,1080,10,195069
187,2130,4300,20,590,4300,20,217002
188,2210,3980,20,2020,1100,10,205907
189,2160,2620,20,600,720,10,168080
190,2170,4340,70,600,4340,70,217714
191,2210,3940,10,1930,1090,0,196171
192,2170,3870,10,600,1070,0,193057
193,2130,3860,10,590,1070,0,192496
194,2420,2660,20,2420,2660,20,170613
195,2110,3990,10,1420,1110,0,197774
196,2180,3970,20,600,1100,10,196361
197,2490,3950,20,2490,3830,10,204693
198,2150,2660,20,590,740,0,170283
199,2220,3970,10,610,1100,0,197914
200,2200,4270,20,610,4270,20,212385
201,2240,2620,20,2020,720,10,167910
202,2120,3950,20,590,1090,10,195591
203,1950,4580,20,540,4580,20,226306
204,2220,2670,10,1780,740,0,171245
205,2310,3920,70,640,1080,20,196132
206,2190,4230,20,610,4230,20,211314
207,2180,3880,20,2020,1070,10,193417
208,2170,3080,10,600,850,0,187268
209,840,4220,10,230,1170,0,208139
210,2520,3910,80,0,0,0,195861
211,9750,2920,30,0,0,0,225726
212,6740,4080,80,0,0,0,204012
213,2430,2700,20,0,0,0,173879
214,2740,3930,20,2740,2170,10,204784
215,2180,3940,20,610,1090,0,196252
216,2200,3920,20,610,1080,10,195191
217,2460,6130,20,0,0,0,305874
218,2890,3980,20,380,1100,10,197443
219,2320,4280,30,640,4280,30,213277
220,2190,4010,20,1990,1110,0,199366
221,2030,4090,10,560,1130,0,201859
222,2190,4210,20,610,4210,20,209621
223,2180,3960,20,2040,1100,0,204945
224,2280,4080,10,630,1130,0,202832
225,2180,3880,70,600,1080,10,194329
226,2610,3910,70,0,0,0,195221
227,2190,2560,20,0,0,0,162131
228,730,1250,10,0,0,0,123334
229,700,1210,10,0,0,0,119087
230,1900,2690,20,0,0,0,173859
231,2220,2620,20,0,0,0,167859
232,2110,2660,20,0,0,0,171896
233,2180,2910,30,360,2910,30,183362
234,2100,2640,20,2100,1620,10,169262
235,2170,2630,20,600,730,0,168009
236,2070,2780,20,570,0,0,185066
237,2200,2610,10,0,0,0,165906
238,2070,2620,30,0,600,10,168490
239,2190,2610,20,600,720,10,166708
240,2390,2690,20,0,0,0,174650
241,2170,2610,20,0,0,0,166738
242,2080,2620,20,0,0,0,169201
243,2170,3000,20,0,3000,20,185775
244,2110,2660,20,1970,730,10,170644
245,6230,6850,60,1730,6850,60,399724
246,6280,7610,30,6280,7610,30,477990
247,850,1630,60,850,1630,60,143843
248,2040,2620,20,2040,1540,0,167989
249,2070,2640,20,570,730,10,169452
250,2050,3210,20,570,3210,20,212215
251,2080,2620,20,2080,1410,10,167209
252,2080,2620,20,580,720,10,168029
253,2050,2800,20,570,0,0,186637
254,2080,2610,20,0,0,0,166337
255,2060,2620,20,0,580,0,167539
256,2040,2590,10,560,720,0,164374
257,2240,2640,20,0,0,0,169462
258,2060,2620,20,0,0,0,167709
259,2060,2600,30,420,720,10,166017
260,2050,2780,20,570,0,0,183773
261,2090,2690,20,0,0,0,175301
262,2050,2600,20,0,580,10,165786
263,2070,2580,20,570,720,0,164836
264,2370,2610,20,2370,2610,20,167218
265,2060,2580,20,1480,710,10,164435
266,2060,2600,10,570,720,0,166187
267,2050,2790,20,570,0,0,184064
268,2090,2610,20,0,0,0,167188
269,2070,2600,20,0,570,10,165937
270,2050,2580,30,570,710,10,165836
271,2420,2610,20,0,0,0,166037
272,2040,2600,20,0,0,0,166697
273,2080,2610,30,0,0,0,167860
274,2050,2940,30,0,0,0,184263
275,2170,2640,20,0,0,0,168180
276,2070,2620,30,0,0,0,169181
277,2270,2590,20,0,0,0,165336
278,2440,2660,10,2440,1670,0,168560
279,11580,2970,30,390,820,10,193828
280,2240,2650,10,620,730,0,168801
281,2140,2980,30,590,2980,30,194578
282,2170,2650,20,2170,2650,20,169672
283,2070,2630,20,2070,890,0,168309
284,2170,2640,10,600,730,0,168270
285,2290,2640,20,0,0,0,169101
286,2170,2620,20,0,0,0,166208
287,2060,2630,20,470,730,0,169121
288,2170,2780,20,600,0,0,183593
289,2070,2620,30,0,0,0,167959
290,2160,2600,20,0,590,10,166478
291,2040,2590,20,560,720,0,165476
292,2470,2620,20,2470,2620,20,167069
293,1900,2650,30,1200,730,10,171304
294,2160,2590,20,600,720,0,164144
295,2050,2960,30,560,0,0,187619
296,2170,2640,20,0,0,0,169092
297,2070,2610,30,0,0,0,167458
298,2160,2770,20,0,0,0,182021
299,2120,2660,20,0,0,0,170573
300,2170,2610,20,0,0,0,165436
301,2090,2650,20,0,400,0,170012
302,2320,2620,20,0,0,0,167910
303,2060,2630,20,0,0,0,168640
304,2160,2600,10,470,720,0,165386
305,2070,2740,30,570,0,0,180028
306,2190,2630,20,0,0,0,167540
307,2560,2700,10,10,750,0,172035
308,2910,2890,20,800,0,0,194069
309,2620,2660,30,0,0,0,170032
310,2550,2670,30,180,740,10,170744
311,2530,2980,30,700,2980,30,188129
312,11300,2990,10,11300,2370,0,186407
313,2140,2620,20,590,730,0,167909
314,2060,2600,20,570,720,0,165416
315,2070,2720,10,570,0,0,178305
316,2080,2590,30,0,0,0,165476
317,2050,2600,20,0,540,0,165856
318,2040,2620,10,560,730,0,167329
319,2410,2610,20,0,0,0,165745
320,2060,2590,20,0,0,0,165337
321,2080,2580,20,0,0,0,164504
322,2050,2930,20,0,0,0,181671
323,2050,2590,20,0,0,0,164905
324,2070,2600,20,0,0,0,165526
325,2060,2580,20,0,0,0,165115
326,2350,2670,30,2350,1600,10,172477
327,2060,2600,20,570,720,10,166116
328,2070,2590,10,570,720,0,165336
329,2070,2890,20,570,0,0,180799
330,2080,2590,20,0,0,0,165616
331,2080,2600,20,0,0,0,165575
332,2070,2640,30,0,0,0,167659
333,2390,2650,30,2390,2650,10,170162
334,2080,2610,30,580,720,10,166798
335,2060,2570,20,570,710,10,164313
336,2060,2980,20,570,0,0,184444
337,2080,2630,10,0,0,0,167488
338,2080,2590,20,0,0,0,165727
339,2050,2590,20,0,0,0,165375
340,2390,2650,20,2390,2650,20,170003
341,2050,2640,20,570,730,0,169111
342,2040,2590,10,560,720,0,164544
343,2040,2880,20,560,2880,20,180247
344,2060,2610,20,2060,1670,0,166408
345,5800,4930,20,1600,0,0,403961
346,6540,4040,80,370,1120,20,201469
347,2170,3850,70,600,1060,20,192526
348,2480,2650,20,2480,2650,20,170062
349,2110,2660,20,1380,730,10,169703
350,2070,2600,10,570,720,0,165725
351,2060,2930,30,570,2930,30,184144
352,2070,5580,30,2070,2440,10,449538
353,2040,2910,20,560,2910,20,192526
354,2000,2610,20,2000,2610,20,166007
355,2060,2570,20,2060,1030,10,163614
356,2090,2610,20,580,720,10,166386
357,2060,2910,20,570,2910,20,182422
358,2100,2630,10,2100,1620,0,167799
359,2050,2600,20,560,720,10,167089
360,2050,2830,20,570,0,0,188951
361,2110,2620,20,0,0,0,167359
362,2080,2610,10,0,600,0,165786
363,2080,2600,20,570,720,10,166818
364,2260,2630,20,0,0,0,167989
365,2070,2630,20,0,0,0,168661
366,1840,2590,20,440,720,0,165345
367,2050,2750,20,570,0,0,181180
368,2070,2600,20,0,0,0,165546
369,2050,2590,10,0,540,0,165186
370,2170,2600,10,600,720,0,166106
371,2340,2630,20,0,0,0,168380
372,2070,2590,20,0,0,0,165266
373,2050,2580,10,0,0,0,164545
374,2060,2890,20,0,2890,20,182851
375,2050,2610,20,1910,720,10,166799
376,2060,2600,10,570,720,0,165656
377,2050,2610,30,570,720,10,166918
378,2360,2620,20,0,0,0,167438
379,4780,7930,30,0,0,0,224684
380,5380,1250,20,0,0,0,123884
381,760,1200,20,0,0,0,119547
382,700,1200,20,0,0,0,118476
383,690,2930,20,0,0,0,195080
384,2110,2680,20,0,0,0,173408
385,2230,2690,20,0,0,0,172936
386,2090,2830,20,0,0,0,188200
387,2200,2610,20,0,0,0,166727
388,2090,2630,20,0,0,0,169322
389,2160,2620,20,0,40,0,166848
390,2390,2650,20,2390,2650,20,170314
391,2150,2660,10,1460,740,0,168971
392,2050,2630,30,560,730,10,168461
393,2170,2920,30,600,0,0,181940
394,2060,2650,20,0,0,0,170925
395,2160,2600,20,0,0,0,166647
396,2060,2610,290,0,0,290,167670
397,2180,2620,20,2180,2620,20,166808
398,2050,2640,20,2050,2640,20,170133
399,2160,2610,20,2160,2610,20,165726
400,2060,2920,30,2060,2920,30,184545
401,2180,2600,20,2180,2600,20,165405
402,2050,2690,30,1220,740,10,175250
403,2160,2840,20,600,0,0,188560
404,2080,2650,20,0,0,0,170273
405,2180,2620,20,0,630,10,167859
406,2080,2620,30,580,720,10,167950
407,2510,2860,20,2510,2860,20,174839
408,2080,2650,30,1210,730,10,170814
409,2180,2610,10,610,720,0,165936
410,2470,2970,20,690,0,0,185526
411,2640,2670,30,0,0,0,171344
412,12980,4130,80,0,0,0,205765
413,2250,3880,70,0,330,20,194800
414,2440,4000,70,2440,3890,20,199166
415,2160,3060,20,600,840,10,181190
416,2120,2610,30,590,720,10,167679
417,2110,2980,20,580,0,0,190232
418,2110,2620,20,0,0,0,167439
419,2070,2600,20,0,0,0,166367
420,2050,2790,10,0,0,0,185045
421,2090,2620,20,0,0,0,167228
422,2060,2590,20,0,0,0,165596
423,2050,2590,10,0,260,0,165405
424,2260,2620,20,0,0,0,167790
425,2120,2630,20,0,0,0,168229
426,2070,2610,30,440,720,10,167460
427,2060,2810,20,570,0,0,188229
428,2100,2640,20,0,0,0,169953
429,2060,2600,10,0,590,0,165666
430,2050,2580,20,570,710,10,164755
431,2370,2620,20,2370,2620,20,167789
432,2080,2630,10,1480,730,0,168070
433,2060,2690,20,570,740,10,170723
434,2050,2920,20,570,0,0,182582
435,2060,2590,20,0,0,0,165005
436,2070,2590,20,0,0,0,165296
437,2050,2590,20,0,0,0,165065
438,2380,2630,20,0,0,0,168781
439,1910,2600,10,0,0,0,165566
440,2060,2630,20,0,0,0,168721
441,2070,2980,20,0,2980,20,184934
442,2070,2640,20,970,730,10,167540
443,2070,2590,30,570,720,10,166116
444,2060,2600,10,570,720,0,165706
445,5330,2760,30,0,0,0,392083
446,8720,1940,20,0,1940,20,140308
447,740,1220,10,740,1220,10,120819
448,700,1220,10,700,620,0,120299
449,690,1300,10,190,360,0,128491
450,700,1260,10,200,340,10,124906
451,1200,2690,20,0,0,0,173207
452,2120,2650,10,0,0,0,169181
453,2090,2600,10,180,720,0,165836
454,2060,2940,20,570,2940,20,185285
455,2090,2660,10,2090,1610,0,171013
456,2060,2610,20,570,720,10,166468
457,2060,2570,30,570,710,10,165265
458,2390,6620,30,2390,4650,10,531470
459,2060,2730,20,570,750,10,174940
460,2500,2650,20,0,0,0,169913
461,2060,2620,10,0,0,0,167719
462,2070,2600,20,0,0,0,166878
463,2060,2880,20,0,2880,20,180167
464,2070,2610,30,2000,720,10,168131
465,2080,2620,30,580,720,10,168700
466,2170,2610,20,600,720,10,167098
467,2440,2620,20,0,0,0,166297
468,2060,2610,20,0,0,0,168060
469,2060,2590,20,0,0,0,165545
470,2060,2880,20,0,2880,20,180168
471,2070,2630,20,1960,730,0,168220
472,2060,2580,20,570,710,10,165156
473,2050,2580,20,570,710,10,164805
474,2390,2620,20,0,0,0,166648
475,2040,2600,20,0,0,0,165746
476,2050,2580,20,0,0,0,165075
477,2060,2880,20,0,2880,20,180428
478,2070,2580,20,1940,710,10,165567
479,11380,2870,20,340,790,10,187759
480,2050,2640,30,570,730,10,169362
481,2120,2980,30,590,0,0,186758
482,2200,2630,20,0,0,0,167519
483,2090,2640,20,0,0,0,169373
484,2170,2620,310,0,0,310,167759
485,2150,2640,20,2150,2640,20,168591
486,2200,2630,20,620,730,0,166967
487,2060,2600,20,570,720,0,166628
488,2450,2620,20,2450,2620,20,165546
489,2080,2620,20,2080,2620,20,167179
490,2180,2610,20,2180,2610,20,166467
491,2060,2850,20,2060,590,10,189272
492,2190,2610,30,610,720,10,167007
493,2060,2600,30,570,720,10,166368
494,2160,2590,20,600,710,10,164604
495,2360,2600,30,2360,2600,30,166137
496,2160,2580,30,1530,710,10,164755
497,2060,2710,30,570,750,10,172887
498,2170,2920,20,600,2920,20,182100
499,2090,2660,10,2090,1630,0,169923
500,2140,2610,20,590,720,10,165356
501,2050,2630,20,570,730,0,168270
502,2470,2640,20,0,0,0,168981
503,2070,2620,30,0,0,0,167539
504,2160,2610,30,0,0,0,166857
505,2060,2980,20,0,2980,20,188771
506,2170,2610,20,1970,720,0,166607
507,2070,2660,20,570,740,0,171776
508,2150,2820,10,590,0,0,187488
509,2070,2640,30,0,0,0,170323
510,2590,2750,10,10,760,0,180769
511,2600,2840,30,720,0,0,189572
512,14910,4170,20,2150,4170,20,225916
513,2170,2660,20,2100,740,0,170703
514,2100,2680,10,580,740,0,172136
515,2070,2800,20,570,0,0,186797
516,2100,2610,20,0,0,0,166428
517,2070,2610,20,0,580,0,167338
518,2070,2630,10,570,730,0,166979
519,2390,2620,20,2390,2620,20,167799
520,2080,2600,10,1470,720,0,165226
521,2060,2600,10,570,720,0,165966
522,2060,2770,20,570,0,0,182692
523,2090,2600,20,0,0,0,166678
524,2070,2590,10,0,560,0,165046
525,2070,2580,20,570,710,10,164674
526,2400,2620,20,2400,2620,20,166858
527,2060,2590,30,1460,710,10,166287
528,2060,2710,20,570,750,10,172316
529,2050,2940,20,570,2940,20,182571
530,2080,2630,10,2080,1610,0,166908
531,2070,2650,30,570,730,10,172366
532,2050,2600,20,570,720,0,166638
533,2430,2630,20,2430,2630,20,167018
534,2060,2630,20,1430,730,0,168200
535,2050,2590,30,570,710,10,166667
536,2060,2890,20,570,0,0,180569
537,2080,2610,10,0,0,0,166197
538,2070,2620,20,0,0,0,168310
539,2060,2610,20,0,0,0,166687
540,2380,2690,20,2380,2670,10,174359
541,2060,2620,10,570,730,0,166988
542,2080,2600,30,570,720,10,167349
543,2060,2940,20,570,2940,20,181649
544,2070,2610,20,2070,1610,10,166567
545,5330,4880,30,1480,0,0,407215
546,6770,3070,20,420,850,10,186748
547,2130,2640,20,590,730,0,169091
548,2400,2650,20,2400,2650,20,168721
549,2090,2610,30,1440,720,10,166878
550,2070,2630,20,570,730,10,168621
551,2070,2930,20,570,0,0,183573
552,2090,2610,20,0,0,0,167048
553,2080,2630,20,0,0,0,169461
554,2060,2620,20,0,0,0,167940
555,2380,2640,20,2380,2640,20,169402
556,2060,2610,20,580,720,10,167329
557,2050,2630,30,560,730,10,170713
558,2070,2940,20,570,2940,20,183152
559,2070,2620,10,2070,1620,0,166748
560,2060,2750,20,570,760,0,180849
561,2090,2780,20,580,0,0,183583
562,2070,2610,20,0,0,0,167289
563,2050,2580,10,0,550,0,164514
564,2070,6890,20,570,0,0,582165
565,2060,2700,10,0,450,0,171605
566,2070,2610,20,570,720,10,166688
567,2060,2930,20,570,2930,20,181199
568,2070,2620,20,2070,1620,10,166898
569,2050,2590,20,570,710,10,165946
570,2060,2760,20,570,0,0,181480
571,2090,2630,20,0,0,0,168329
572,2060,2600,10,0,570,0,165506
573,2050,2610,20,570,720,10,165986
574,2340,2630,20,2340,2630,20,168100
575,2060,2590,20,2060,2590,20,165606
576,2050,2590,20,2050,2590,20,165626
577,2060,2800,30,2060,780,10,186347
578,2050,2600,30,560,720,10,166177
579,14180,3540,20,8460,980,10,200808
580,2180,2660,30,610,730,10,170402
581,2120,2610,30,590,720,10,167118
582,2220,2610,20,0,0,0,165535
583,2080,2620,30,0,0,0,167869
584,2170,2610,20,0,0,0,166888
585,2190,2650,20,2190,2210,0,168340
586,2180,2600,10,600,720,0,165175
587,2070,2610,30,570,720,10,166618
588,2170,2770,20,600,0,0,182791
589,2080,2620,20,0,0,0,166318
590,2150,2640,20,0,600,10,166778
591,2140,2610,30,590,720,10,166828
592,2500,2640,20,2500,2640,20,168280
593,2070,2620,30,1370,730,10,168591
594,2170,2610,30,600,720,10,166707
595,2080,2950,20,580,2950,20,184054
596,2150,2620,10,2150,1550,0,166076
597,2070,2610,20,570,720,10,166909
598,2160,2630,20,600,730,0,165716
599,2390,2630,20,2390,2630,20,167920
600,2160,2630,20,1480,730,0,168089
601,2060,2620,20,570,720,10,169082
602,2160,2930,20,600,2930,20,184543
603,2080,2640,30,2080,1620,10,168361
604,2190,2670,20,610,740,0,172125
605,2060,2830,20,570,0,0,189622
606,2180,2620,20,0,0,0,166648
607,2060,2630,20,0,620,0,168661
608,2170,2590,20,600,710,10,165676
609,2230,2640,20,0,0,0,168651
610,2570,2670,30,0,0,10,171354
611,2600,2640,30,720,730,10,169041
612,8380,2180,20,8380,1900,0,214799
613,4610,4350,80,1270,4350,80,217193
614,2200,3850,10,1940,1070,0,191344
615,2090,2640,30,580,730,10,169952
616,2130,2640,30,590,730,10,168410
617,2510,2600,30,0,0,0,165537
618,2100,2590,20,0,0,0,164614
619,2070,2610,20,0,0,0,166157
620,2100,2960,20,0,2960,20,185175
621,2080,2910,10,1940,810,0,184695
622,2080,2620,20,570,730,0,167228
623,2180,2600,20,600,720,10,165857
624,2400,2610,20,0,0,0,166397
625,2120,2610,20,0,0,0,166347
626,2080,2590,20,0,0,0,165425
627,2060,2970,20,0,0,0,186017
628,2090,2630,20,0,0,0,168110
629,2080,2600,20,0,0,0,166418
630,2050,2800,20,0,0,0,185515
631,2080,2630,20,0,0,0,167500
632,2070,2600,20,0,0,0,166036
633,2050,2610,20,0,0,0,166998
634,2360,2620,20,2360,2620,20,167488
635,2060,2610,20,730,720,10,167779
636,2050,2570,30,570,710,10,164093
637,2060,2780,20,570,0,0,185146
638,2110,2630,20,0,0,0,168841
639,2060,2600,20,0,580,10,165086
640,2070,2630,10,570,730,0,168960
641,2210,2650,20,0,0,0,169662
642,2060,2580,20,0,0,0,164924
643,2050,2570,30,400,710,10,164444
644,2050,2760,20,570,0,0,183342
645,5760,2490,20,0,240,10,365793
646,7700,2720,20,6670,750,10,173198
647,2120,2630,30,580,730,10,168260
648,2080,2580,20,580,710,10,163623
649,2060,2780,30,570,0,0,185024
650,2070,2600,20,0,0,0,166027
651,2070,2620,10,0,570,0,166787
652,2070,2610,20,570,720,10,167419
653,2390,2640,20,2390,2640,20,168781
654,2080,2640,20,1450,730,10,169392
655,2060,2640,20,570,730,10,170123
656,2060,2950,20,570,2950,20,186357
657,2070,2610,20,2070,1610,0,167007
658,1870,2620,20,520,720,10,167770
659,2070,2590,20,570,720,0,165976
660,2420,2720,30,0,0,0,175841
661,2170,2630,20,0,0,0,167889
662,2080,2640,20,0,0,0,169723
663,2170,2930,20,0,0,0,182691
664,2090,2630,20,0,0,0,168741
665,2180,2620,30,0,0,0,167659
666,2060,2780,20,0,0,0,183824
667,2190,2630,20,0,0,0,167989
668,2110,2650,20,0,0,0,171965
669,2170,2610,10,0,0,0,165906
670,2270,8060,30,0,0,0,671138
671,2240,2900,20,130,0,0,191644
672,2090,2650,30,0,0,0,169943
673,2170,2620,20,0,650,10,167098
674,2090,2640,30,580,730,10,169662
675,2470,2640,20,0,0,0,168450
676,2070,2620,30,0,0,0,167429
677,2190,2630,20,0,0,0,168811
678,5940,6830,80,0,0,0,392534
679,2180,2700,20,0,550,10,170943
680,2320,2720,30,0,0,0,176233
681,2180,2650,10,0,0,0,168891
682,2080,2640,10,520,730,0,169883
683,2190,2970,30,600,2970,30,185896
684,2170,2670,30,2170,1530,10,171085
685,2190,2670,20,610,740,0,172326
686,2250,2890,30,620,2890,30,186788
687,2140,2630,30,2140,2630,30,167698
688,2160,2650,20,2160,920,10,168982
689,2150,2620,30,600,720,10,168479
690,2350,2630,30,2350,2630,30,169593
691,2170,2630,20,2170,2630,20,168009
692,2170,2600,20,820,720,0,165917
693,2170,2760,20,600,0,0,181770
694,2170,2650,20,0,0,0,169111
695,2160,2630,30,0,630,10,168540
696,2160,2630,20,600,730,0,168501
697,2450,2650,30,2450,2650,30,170243
698,2210,2800,10,1430,780,0,173438
699,2180,2630,20,600,730,10,168149
700,2160,2950,30,600,2950,30,184585
701,2180,2660,20,2180,1540,0,169421
702,2160,2630,30,600,720,10,168771
703,2150,2790,30,590,0,0,184413
704,2220,2640,30,0,0,0,169161
705,2170,2630,20,0,660,10,167469
706,2170,2660,20,600,740,0,170784
707,2470,2690,30,2470,2690,30,173237
708,2170,2640,20,1370,730,10,169041
709,2160,2610,20,590,730,0,167358
710,2180,2940,20,600,2940,20,183643
711,6050,6650,30,4060,1840,10,395998
