workload,timestamp,cpu_ms,jit_methods,jit_ms,threads,pending_work,gc0,gc1,gc2,allocated_bytes,heap_bytes,rss_bytes
"WorkloadJitting  1: 1 op, 142400.00 ns, 142.4000 us/op",23235312813696,250,2390,162.2981,11,0,10,10,10,4526208,450856,56786944
"WorkloadWarmup   1: 1024 op, 30800.00 ns, 30.0781 ns/op",23235313143915,296.875,2487,168.0679,11,0,102,102,102,4694800,453904,56721408
"WorkloadActual   1: 1024 op, 30400.00 ns, 29.6875 ns/op",23235313263248,296.875,2491,168.3269,11,0,106,106,106,4707208,454808,56729600
