workload,timestamp,cpu_ms,jit_methods,jit_ms,threads,pending_work,gc0,gc1,gc2,allocated_bytes,heap_bytes,rss_bytes
"WorkloadJitting  1: 1 op, 140300.00 ns, 140.3000 us/op",23235174142363,281.25,2384,164.5029,13,0,10,10,10,4528368,452736,56827904
"WorkloadWarmup   1: 1024 op, 136200.00 ns, 133.0078 ns/op",23235174478611,312.5,2481,170.244,13,0,98,98,98,4690328,455880,56819712
"WorkloadActual   1: 1024 op, 93500.00 ns, 91.3086 ns/op",23235174595392,328.125,2485,170.4831,13,0,102,102,102,4702800,456752,56717312
