workload,timestamp,cpu_ms,jit_methods,jit_ms,threads,pending_work,gc0,gc1,gc2,allocated_bytes,heap_bytes,rss_bytes
"WorkloadJitting  1: 1 op, 140000.00 ns, 140.0000 us/op",23235302722762,250,2390,165.1021,9,0,10,10,10,4523768,448568,56848384
"WorkloadWarmup   1: 1024 op, 21700.00 ns, 21.1914 ns/op",23235303043880,281.25,2487,170.5464,9,0,106,106,106,4699056,451584,56819712
"WorkloadActual   1: 1024 op, 21900.00 ns, 21.3867 ns/op",23235303157983,296.875,2491,170.7974,9,0,110,110,110,4711400,452520,56782848
