Sample,SetupCpuTicks,StopCpuTicks,CleanupCpuTicks,SetupKernelTicks,StopKernelTicks,CleanupKernelTicks,LatencyTicks
70,2130,3850,70,0,0,0,192246
71,2250,3910,10,0,0,0,194329
72,2410,3880,60,0,0,0,193036
73,1930,3960,20,0,0,0,195511
74,1940,3920,70,0,0,0,194519
75,2210,4470,20,0,0,0,223192
76,2140,3880,70,0,0,0,194349
77,2140,3940,20,0,0,0,196392
78,2140,3000,20,0,3000,20,186116
79,2130,3940,20,2130,1230,0,195871
80,2140,3860,60,600,1080,20,193177
81,2160,4340,70,600,4340,70,217172
82,2160,3930,10,1890,1100,0,201439
83,2180,3910,20,610,1090,10,195110
84,2150,4190,70,600,4190,70,209191
85,2140,3860,70,1990,1080,20,192586
86,2160,3800,20,610,1060,10,189782
87,2110,3860,10,590,1080,0,192326
88,2370,2710,30,2370,2710,30,175161
89,2180,4030,10,1390,1130,0,199046
90,2210,4040,70,620,1130,20,201910
91,2190,4260,20,610,4260,20,212366
92,2190,3880,10,1950,1090,0,192647
93,2250,3910,50,630,1100,10,194800
94,2140,3350,20,600,3350,20,202061
95,870,2670,10,870,2160,0,168901
96,2300,4020,10,640,1130,0,199767
97,2150,4210,20,600,4210,20,210293
98,2190,2680,10,2000,750,0,172145
99,2120,3990,10,590,1120,0,197224
100,14120,4330,40,8430,1210,10,222340
101,2310,3560,40,650,0,0,203993
102,2140,3930,20,0,0,0,195411
103,1970,4000,10,440,1120,0,197423
104,2180,2820,30,610,0,0,180128
105,2220,2620,20,0,0,0,167579
106,2260,3930,70,0,1060,20,196252
107,2220,3980,20,620,1120,0,197653
108,2290,4040,20,0,0,0,199026
109,2200,3920,30,0,0,0,204073
110,2250,4730,20,0,0,0,378443
111,2330,4040,10,0,0,0,200707
112,1980,4020,60,0,430,20,198926
113,2200,4210,70,620,0,0,210493
114,2190,2660,20,0,0,0,172015
115,2190,3950,70,0,0,0,196362
116,2200,2670,20,0,0,0,171754
117,2480,4050,70,0,0,0,201190
118,2240,3880,70,0,0,0,194208
119,2140,4070,60,0,0,0,203623
120,2580,3930,30,2580,3370,10,195821
121,2150,2670,30,600,750,10,173197
122,2190,4000,70,610,1120,20,198796
123,2200,4370,10,620,4370,10,217283
124,1980,4000,10,1830,1120,0,197064
125,2190,2640,30,610,740,10,170773
126,2190,4340,20,610,4340,20,214969
127,1960,3990,70,1830,1120,20,197885
128,2220,2670,30,620,750,10,172556
129,2190,4320,20,620,4320,20,213909
130,2200,2790,30,1910,780,10,185014
131,2180,3980,60,610,1120,10,197144
132,2190,4220,20,610,4220,20,210142
133,16390,4190,70,10440,1170,20,217273
134,2290,3940,30,640,1100,10,205254
135,2320,4090,20,650,0,0,218705
136,2060,3910,60,0,0,20,195350
137,2180,3900,60,610,1100,10,194289
138,2200,2660,20,620,740,10,171976
139,3010,3960,70,3010,3420,20,196883
140,2210,2670,20,620,750,0,174289
141,2180,4040,10,610,1130,0,199175
142,2100,4010,70,0,0,0,198646
143,2240,2630,30,0,260,10,169231
144,2170,3960,70,610,1110,20,196853
145,2180,4230,70,610,4230,70,211063
146,2220,3960,10,1850,1110,0,197093
147,2140,4170,10,600,1170,0,207799
148,2150,4200,20,600,4200,20,209311
149,2160,2650,10,2000,740,0,171023
150,6810,4580,50,1910,0,0,225906
151,2440,2610,20,0,0,0,165085
152,850,4030,20,0,0,0,199016
153,2220,4250,70,0,4250,70,212556
154,2180,2690,20,1000,750,10,173808
155,2180,4060,10,610,1140,0,200288
156,1960,4340,70,550,4340,70,214920
157,2200,2650,20,1880,740,10,171114
158,2180,4140,20,610,1160,0,204094
159,2190,2640,30,610,740,10,170103
160,2590,3950,10,2590,3720,0,205135
161,2170,2800,30,610,780,10,184554
162,2170,4020,60,610,1120,20,199787
163,2550,2670,20,2550,2670,20,171044
164,2170,3960,70,1290,1110,20,196923
165,2230,3920,10,620,1100,0,195421
166,12960,2900,30,780,810,10,183813
167,2430,4030,70,0,0,0,201770
168,3140,2640,30,0,600,10,169612
169,2190,3970,20,610,1110,10,196632
170,2490,2670,20,0,0,0,172115
171,2170,3980,70,0,0,0,197484
172,2130,2640,30,0,0,0,169732
173,2150,4290,70,0,4290,70,213117
174,2190,2770,20,1400,770,10,183532
175,2160,3970,70,610,1110,20,197003
176,2270,2800,20,630,0,0,185816
177,2170,3960,20,0,0,0,195971
178,2160,3970,20,300,1110,10,198154
179,2120,3910,380,600,1090,0,194198
180,1950,3970,70,0,0,0,195962
181,2170,3930,70,0,0,0,196893
182,2190,3940,70,0,0,0,196542
183,2490,3930,20,2490,3350,10,195621
184,2150,3880,70,600,1090,20,193808
185,2180,2680,20,610,750,10,172966
186,2200,2900,20,620,0,0,181199
187,2180,3960,20,0,0,0,196382
188,2220,3980,20,0,0,0,198715
189,2150,2970,30,0,2970,30,185275
190,2190,4040,10,2150,1130,0,199326
191,1960,2640,20,550,740,0,169001
192,2430,4350,70,680,0,0,217363
193,2460,3920,10,0,0,0,195000
194,2210,3880,20,0,0,0,192766
195,2160,4090,20,0,4090,20,207138
196,2200,2690,30,1720,750,10,173879
197,2210,4030,70,620,1130,20,199116
198,2210,3930,10,620,1100,0,195040
199,14390,4400,30,0,4040,10,227158
200,2050,3960,70,570,1110,20,195460
201,2240,3860,70,630,1080,20,193187
202,2140,4210,70,600,0,0,210463
203,2220,3880,20,0,0,0,193638
204,2170,3860,20,0,0,0,192136
205,2130,4040,20,0,680,10,201068
206,2490,4230,30,2490,3860,10,210973
207,2150,2650,20,600,740,10,170173
208,2190,3950,10,610,1110,0,195890
209,2580,2690,20,2580,2690,20,172757
210,2300,3920,10,1290,1100,0,194879
211,1980,3990,20,550,1120,10,196723
212,2140,4280,20,600,0,0,213357
213,2210,3960,20,0,0,0,197754
214,2140,4010,10,0,0,0,199226
215,2210,4160,20,0,4160,20,206677
216,2140,2680,20,1650,750,10,172506
217,2200,3960,10,620,1110,0,195751
218,1970,4330,80,550,4330,80,214169
219,2200,3900,70,1710,1090,20,195591
220,2140,3870,20,600,1080,10,192676
221,2000,4250,70,560,0,0,210623
222,2180,2660,20,0,0,0,172316
223,2190,3960,20,0,0,0,195460
224,1970,4000,60,0,300,20,197794
225,2520,3990,20,0,0,0,198636
226,2110,3890,70,0,0,0,194779
227,2140,3860,20,0,0,0,192236
228,2400,3850,20,2400,3380,10,192125
229,2170,2650,20,610,740,10,171034
230,2190,3940,10,620,1100,0,194870
231,2200,4290,10,620,4290,10,213247
232,4130,2620,30,2490,730,10,382048
233,10200,4030,50,10200,4030,50,200188
234,2040,4040,40,2040,4000,10,197174
235,2220,2790,20,620,780,10,177393
236,2510,3960,70,2510,3770,20,196562
237,2210,3870,20,620,1090,0,192306
238,2110,3850,70,590,1080,20,192405
239,2470,3880,70,2470,3780,20,193357
240,2140,3870,20,600,1080,10,192897
241,2200,3950,20,620,1100,10,196812
242,2140,4260,10,600,4260,10,212907
243,2200,4120,20,1960,1150,10,204984
244,2140,2690,20,600,750,10,174559
245,2200,4290,10,620,0,0,212276
246,2260,2650,20,0,0,0,171204
247,2200,4050,20,0,0,0,200078
248,1960,4350,60,0,4350,60,215180
249,2230,2640,30,1140,740,10,169401
250,2180,3920,70,610,1100,20,195341
251,2180,3970,20,610,1110,10,206717
252,2310,3990,20,2310,3990,20,198324
253,2200,3880,20,2200,3880,20,193557
254,2140,3950,20,2140,3950,20,196222
255,2320,9120,60,2320,6310,20,667642
256,2350,2920,30,660,0,0,193979
257,2250,4030,10,0,0,0,198785
258,2250,3910,50,390,1100,10,194499
259,2200,4360,20,620,4360,20,217203
260,2160,3840,70,1870,1070,20,192556
261,2190,3910,70,610,1100,20,195410
262,2170,3860,10,610,1080,0,192456
263,2420,3900,20,2420,3820,10,194179
264,2150,3920,10,600,1100,0,194769
265,2150,4060,30,600,1140,10,202822
266,11940,2890,20,10660,810,0,181980
267,2500,4050,70,2500,3800,20,198215
268,2230,3890,20,620,1090,10,193418
269,2150,3910,70,600,1100,20,195391
270,2140,4150,60,600,4150,60,207368
271,2160,3100,20,2030,870,0,189401
272,870,3970,30,250,1110,10,195911
273,1960,4410,10,550,4410,10,216672
274,1970,4080,70,1800,1140,20,202091
275,2160,3930,70,600,1100,20,195831
276,2180,4310,20,610,4310,20,214619
277,2180,2660,20,1920,740,10,171965
278,2320,4000,10,650,1120,0,198585
279,2000,3950,60,560,1110,10,195631
280,2570,3990,20,2570,3730,10,198335
281,2140,3860,60,600,1080,20,192166
282,2170,3880,10,610,1090,0,193267
283,2450,2690,20,0,0,0,173619
284,2230,3980,70,0,0,0,197363
285,2200,3880,20,0,0,0,193488
286,2150,4240,30,0,0,0,211324
287,2140,3920,10,0,0,0,195521
288,2140,3960,20,0,0,0,197183
289,2200,4180,70,0,0,0,208720
290,2190,3880,70,0,0,0,194478
291,2180,3950,20,0,0,0,196512
292,2250,4260,20,0,4260,20,211905
293,2240,3910,70,790,1100,20,195311
294,2180,3910,60,610,1100,10,195150
295,2310,3870,60,650,1080,20,192747
296,2450,3920,10,2450,3810,0,195090
297,2150,3900,60,600,1090,20,194700
298,2190,3950,10,610,1110,0,196142
299,16340,4110,70,16340,4110,70,212686
300,2340,3880,70,2340,3880,70,193298
301,2180,3840,10,2180,2120,0,191044
302,2140,4140,60,600,4140,60,206757
303,2200,3860,70,2050,1080,20,192196
304,2180,3840,70,610,1080,20,192026
305,2180,4060,70,610,0,0,203001
306,2180,3790,70,0,0,0,189461
307,2140,3860,20,0,0,0,192215
308,2090,4150,20,0,0,0,207018
309,2230,3910,20,0,0,0,194579
310,2120,3860,10,0,0,0,192155
311,2190,3880,20,0,90,0,192296
312,2460,2730,30,2460,2730,30,175550
313,2200,3990,70,1310,1120,20,198135
314,2150,3920,20,600,1100,10,195690
315,2490,2630,20,0,0,0,165375
316,860,5910,70,0,0,0,293687
317,2870,3940,70,0,0,0,196922
318,2600,3950,20,2600,3310,10,196202
319,2200,4020,10,620,1130,0,200248
320,2210,2680,10,620,750,0,172345
321,2180,4280,70,610,4280,70,212545
322,2370,4010,70,1990,1120,20,198856
323,2370,4110,60,660,1150,20,205264
324,2200,4200,20,610,4200,20,209411
325,2260,3910,140,2020,1100,40,193968
326,2210,3900,140,620,1090,40,194108
327,2210,4270,20,620,4270,20,212166
328,2190,3890,20,1950,1090,10,194249
329,2150,3940,20,600,1100,10,197293
330,2190,4160,70,610,0,0,208529
331,2270,4000,70,0,0,0,199426
332,5640,4880,20,0,0,0,469978
333,6930,3080,30,0,190,10,210503
334,2410,4370,20,670,0,0,217974
335,2000,3960,70,0,0,0,195390
336,2190,3950,10,0,0,0,196211
337,1990,4370,70,0,0,0,216882
338,2160,2660,20,0,0,0,172376
339,2190,4020,70,0,0,0,200017
340,2240,3930,20,0,0,0,195631
341,2550,2670,20,2550,2670,20,170553
342,2200,3940,30,1290,1100,10,195531
343,2200,3860,70,620,1080,20,193067
344,2530,3900,70,2530,3740,20,194459
345,2200,3860,70,620,1080,20,192997
346,2200,2680,20,620,750,10,172756
347,2330,4240,20,660,4240,20,211745
348,2210,3890,70,1970,1090,20,194559
349,2190,3970,60,610,1110,20,198245
350,2150,3600,40,600,0,0,202901
351,1920,3990,70,0,0,0,197093
352,2270,2690,30,500,750,10,172266
353,2210,4370,20,620,4370,20,216983
354,2250,2670,10,1890,750,0,171704
355,2220,3970,70,620,1110,20,198635
356,2220,3890,10,620,1090,0,193578
357,2510,3920,20,0,0,0,195720
358,2190,3930,20,0,0,0,196142
359,2210,3940,20,0,0,0,196121
360,2440,3870,70,2440,3420,20,193788
361,8380,4610,50,2350,0,0,224533
362,2300,2680,30,0,0,0,171966
363,2190,3970,70,0,0,0,197142
364,2240,2810,20,0,0,0,185817
365,2180,3990,20,0,0,0,197143
366,9580,4100,70,0,170,20,204954
367,2250,2700,30,630,760,10,174260
368,2200,4330,70,620,4330,70,215340
369,2130,3940,30,1870,1100,10,204985
370,2360,4210,70,660,1180,20,209601
371,2170,4380,20,610,0,0,218565
372,2160,3990,20,0,0,0,198305
373,2000,3980,70,0,0,0,197284
374,2220,4260,10,0,4260,10,211685
375,2220,3970,30,1630,1110,10,207798
376,2180,3990,20,610,1120,10,197864
377,2210,2670,10,620,750,0,172537
378,2530,3990,20,0,0,0,198024
379,2200,3960,60,0,0,0,197554
380,2190,4060,10,0,0,0,202130
381,2430,3900,20,0,0,0,193938
382,2150,3860,20,0,0,0,192215
383,2110,3890,10,0,0,0,193437
384,2000,4390,70,0,4390,70,217983
385,2200,2710,20,1610,760,0,177414
386,2180,3980,60,610,1120,10,197543
387,2210,4240,20,620,4240,20,211053
388,2190,3930,20,1960,1100,10,196182
389,2140,3930,10,600,1100,0,195741
390,2140,4170,70,600,4170,70,208080
391,2180,3860,20,2020,1080,10,192426
392,2220,3880,10,620,1090,0,193447
393,2150,3890,310,600,1090,0,193948
394,2150,3910,10,0,0,0,194278
395,2210,2700,20,0,0,0,174559
396,2190,4070,20,0,0,0,201109
397,2720,4080,10,2720,2920,0,199836
398,3470,3990,30,970,1120,10,209562
399,9390,2100,30,7100,590,10,208279
400,4710,3970,20,1320,1110,10,197954
401,2220,4240,10,620,4240,10,210864
402,2130,2690,20,1960,750,10,173567
403,2300,2650,30,650,740,10,171165
404,2200,4210,70,620,4210,70,210763
405,2210,2650,20,1970,740,10,170373
406,2110,3950,10,590,1110,0,195941
407,2200,2640,10,620,740,0,168751
408,2440,4040,70,2440,3840,20,200297
409,2210,3960,20,620,1110,10,206056
410,2140,4050,70,600,1140,20,201930
411,2440,3950,70,0,0,0,197543
412,2210,3920,60,0,0,0,195250
413,2150,2680,20,0,0,0,171485
414,2370,4060,10,2370,3120,0,198034
415,1980,4050,10,550,1140,0,198234
416,1960,4040,20,550,1130,0,198805
417,1960,4410,20,550,4410,20,216603
418,2220,2650,20,1870,740,10,171014
419,2190,3970,70,620,1110,20,197834
420,2460,4250,20,690,0,0,212286
421,2210,2690,20,0,0,0,174078
422,2270,3920,20,0,0,0,195531
423,2250,4290,10,0,4290,10,213648
424,2170,3980,10,1220,1120,0,197754
425,2000,4010,70,560,1120,20,198486
426,2210,4220,70,620,4220,70,210873
427,2210,3920,10,1990,1100,0,194779
428,2200,3910,70,620,1090,20,195440
429,2190,2650,20,610,750,0,171014
430,2510,4000,70,2510,3780,20,198375
431,2210,2640,20,620,740,10,170193
432,3930,7810,50,1100,0,0,420345
433,10550,3440,50,2320,0,0,202811
434,2090,2690,20,0,0,0,173238
435,2310,4090,20,140,1150,0,200698
436,1980,4330,70,550,4330,70,213617
437,2150,3920,70,1890,1100,20,195481
438,2100,3890,20,590,1090,10,193668
439,2160,3930,30,610,1100,10,197113
440,2470,4000,30,0,0,0,207959
441,2270,2660,20,0,0,0,168801
442,2180,3970,60,0,0,0,198385
443,2640,2650,20,2640,2580,10,171053
444,2100,3890,20,590,1090,10,193548
445,2400,3890,70,670,1090,20,194810
446,2140,2980,20,600,2980,20,189170
447,2090,3950,70,2090,1900,20,196422
448,2210,2630,10,620,740,0,167989
449,2080,4220,70,580,4220,70,209471
450,2160,2660,10,1970,750,0,170713
451,2110,3900,70,590,1090,20,194629
452,2200,2610,20,620,730,10,167799
453,2470,3910,20,2470,3790,0,193699
454,2180,3910,10,610,1100,0,193747
455,1990,3870,70,560,1080,20,191475
456,2570,2650,30,0,0,0,171044
457,2350,3950,20,0,0,0,196592
458,2210,3930,20,0,0,0,195821
459,2140,4240,70,0,0,0,212135
460,2220,3890,70,0,0,0,193918
461,2200,2680,20,0,0,0,173178
462,2200,4250,70,0,4250,70,211444
463,2220,2670,20,1120,750,0,173448
464,2180,4040,30,610,1130,10,200878
465,2210,4240,20,620,4240,20,220758
466,9650,8660,30,4090,8660,30,573101
467,3410,2810,20,2000,790,0,181450
468,2260,4170,30,630,1170,10,205725
469,2610,2660,20,0,0,0,171295
470,2170,3940,70,0,0,0,195971
471,2240,2640,20,0,0,0,168972
472,2170,4300,20,0,0,0,212656
473,2000,4040,20,0,0,0,198815
474,2210,2640,20,0,0,0,170554
475,2160,4590,70,0,4490,20,227508
476,2240,2630,10,630,740,0,169352
477,2240,4370,20,630,1220,10,216561
478,2160,4330,20,600,4330,20,215581
479,2170,3870,70,1900,1090,20,193468
480,2210,2700,10,620,760,0,173678
481,2170,4260,60,610,0,0,211624
482,2210,3950,20,0,0,0,196552
483,2220,3990,20,0,0,0,198464
484,2130,3880,70,0,720,20,194189
485,2560,3880,70,2560,3710,20,193618
486,2160,3950,20,600,1110,10,196532
487,2160,3870,20,610,1080,10,192556
488,2480,2680,20,0,0,0,172707
489,2180,3970,20,0,0,0,196142
490,2240,4030,20,0,0,0,200318
491,2210,4260,70,0,4260,70,212636
492,2200,4010,20,1860,1120,10,208329
493,2330,3960,20,650,1110,0,207228
494,2250,2960,20,630,2960,20,185405
495,2180,3990,10,2180,1860,0,197744
496,2210,4150,20,620,1160,10,206787
497,4180,2600,20,4180,2180,10,163994
498,1460,3990,70,410,1120,20,197634
499,11860,2210,30,7790,620,10,205625
500,5030,4040,30,1410,1130,10,211524
501,2200,2980,20,620,2980,20,184704
502,2140,3930,20,2140,1850,10,194759
503,2210,2620,20,620,730,10,166928
504,2090,4250,70,590,4250,70,211254
505,2170,2650,10,1930,750,0,170283
506,2080,3970,20,580,1110,10,196151
507,1950,4290,70,550,0,0,212066
508,2220,2630,20,0,0,0,167779
509,2100,4010,10,0,0,0,198385
510,2220,3980,10,0,360,0,198364
511,2580,3960,70,2580,3720,20,197994
512,2190,3920,20,610,1100,10,195561
513,2140,3890,20,600,1090,10,193989
514,2410,2650,20,2410,2650,20,169852
515,2130,2720,30,1390,760,10,169983
516,2080,3940,70,590,1100,20,196152
517,2190,4390,10,610,4390,10,218134
518,1970,3970,60,1810,1110,20,196582
519,2200,3880,20,620,1090,0,194389
520,2210,3730,70,620,0,0,207929
521,2080,3930,60,0,0,0,196492
522,2200,3890,20,550,1090,0,194289
523,2180,2820,20,610,0,0,185757
524,2220,4000,70,0,0,0,198224
525,2240,2610,30,350,730,10,168121
526,2100,3970,20,590,1110,10,196331
527,2270,4010,10,2270,3960,0,197463
528,2210,2640,10,620,740,0,168010
529,2070,4130,70,580,1160,20,202390
530,2490,2770,20,0,0,0,172256
531,2130,3930,70,0,0,0,195200
532,9180,2110,20,0,0,0,208199
533,5100,3990,80,0,390,20,199727
534,2140,4310,20,600,4310,20,214559
535,2150,2680,10,1940,750,0,172196
536,2140,3920,10,600,1100,0,193708
537,1930,3930,70,540,1100,20,194950
538,2430,3900,70,2430,3810,20,194920
539,2180,3880,10,610,1090,0,193237
540,2190,2660,20,620,740,10,171775
541,2110,4280,70,590,0,0,213367
542,2240,3480,20,0,0,0,252855
543,2120,3950,10,0,0,0,195591
544,2200,4200,20,0,4200,20,209051
545,2230,3890,20,1490,1090,10,193868
546,2200,3900,70,620,1090,20,194940
547,2210,4280,20,620,4280,20,212966
548,2020,3940,70,1900,1100,20,194720
549,2190,2630,20,610,740,0,168921
550,2360,4260,20,660,0,0,212246
551,2210,3880,10,0,0,0,192576
552,2160,3870,20,0,0,0,193217
553,2210,2710,20,0,340,10,175541
554,2670,2690,20,0,0,0,173257
555,2190,4220,70,0,0,0,209772
556,2210,3920,70,0,0,0,196301
557,2590,2690,20,2590,2690,20,173357
558,2780,4830,70,790,1360,20,239436
559,4450,3410,20,1250,3410,20,218104
560,2750,4840,70,2750,1360,20,240788
561,4020,2970,290,1130,830,290,201069
562,2840,4950,70,2840,3590,20,247348
563,4240,2980,20,1190,830,10,202750
564,3730,2910,20,0,0,0,194860
565,9720,2500,30,6210,700,10,247548
566,5090,4030,10,1430,1130,0,199066
567,1960,3960,80,550,1110,20,196582
568,2760,2680,20,2760,2680,20,172076
569,2120,3930,30,1120,1100,10,195390
570,2250,3940,20,630,1110,0,195350
571,2020,4300,20,570,0,0,212827
572,5820,4120,70,0,0,0,205515
573,2260,3010,20,0,0,0,189992
574,2350,3990,70,0,0,0,199537
575,2250,3930,60,0,0,0,196442
576,2220,4260,20,0,3980,10,211725
577,2170,3950,50,610,1110,10,196933
578,2180,3860,30,610,1080,10,192847
579,2140,3320,70,600,0,0,197433
580,2090,4000,20,0,0,0,198926
581,2030,3970,20,410,1110,10,196031
582,2200,4280,70,620,4280,70,213827
583,2160,3880,60,1930,1080,20,194269
584,2170,3900,20,610,1090,10,194529
585,2220,2760,20,620,780,0,176142
586,2410,4000,60,0,0,0,198544
587,2260,3940,20,0,0,0,205065
588,2150,2620,20,0,0,0,167228
589,2300,4060,20,2300,4060,20,201520
590,1950,3970,10,1950,1610,0,195330
591,2210,2670,20,620,750,10,172195
592,2110,4250,20,590,4250,20,211174
593,2210,3920,70,1960,1100,20,196673
594,2190,2670,10,610,750,0,171644
595,2190,4290,70,610,4290,70,214209
596,2250,3970,10,1940,1120,0,196742
597,2220,3900,10,630,1090,0,194539
598,10470,2130,30,7400,600,10,210953
599,4670,4390,80,1310,4390,80,216983
600,2210,2640,10,1840,740,0,169731
601,2110,3980,70,590,1120,20,198395
602,2140,2620,20,600,740,0,167669
603,2430,3990,70,2430,3830,20,198686
604,2180,2620,20,610,730,10,169261
605,2090,3990,30,580,1120,10,198305
606,2150,4320,70,600,4320,70,216291
607,2160,3970,20,1870,1120,0,205715
608,2170,2730,30,610,760,10,179127
609,2190,4300,10,610,4300,10,212516
610,1980,3980,20,1880,1110,10,196561
611,2210,2640,10,620,740,0,170483
612,2290,3600,30,640,0,0,205646
613,1930,4000,70,0,0,0,197553
614,2180,2670,10,480,750,0,171876
615,2170,4420,20,610,4420,20,218865
616,2210,2650,10,1840,750,0,170484
617,2160,3940,70,600,1110,20,195670
618,2210,3900,20,620,1090,10,193798
619,2420,2660,20,2420,2660,20,170825
620,2300,2680,30,1430,750,10,173427
621,2290,3990,20,640,1120,10,198765
622,2150,4270,70,600,4270,70,213086
623,2150,3890,10,1930,1090,0,194079
624,2160,3900,30,610,1090,10,194949
625,2220,4180,60,630,0,0,208470
626,2190,3890,60,0,0,0,193868
627,2140,3880,70,0,0,0,193678
628,2140,4150,20,0,4150,20,207178
629,2190,3930,20,1560,1100,10,196211
630,2200,3910,10,610,1100,0,194388
631,11550,1380,10,390,390,0,134329
632,910,2700,20,260,760,0,169382
633,2340,4020,70,0,0,0,199305
634,2190,3880,20,0,670,0,197544
635,2280,3910,70,640,1090,20,195881
636,2440,2670,190,2440,2670,190,171865
637,870,4020,20,870,1130,0,198756
638,2200,2640,20,620,740,10,170453
639,2160,4230,70,610,0,0,209602
640,2200,4000,70,0,0,0,199947
641,2150,3930,20,0,0,0,196192
642,2130,4140,10,0,4140,10,205986
643,2190,3940,70,1630,1110,20,196813
644,2130,3880,10,600,1090,0,192946
645,1990,4140,10,560,1160,0,204814
646,2520,3890,20,2520,3740,10,193988
647,2150,3930,20,600,1100,10,195751
648,2160,3880,20,600,1090,10,192556
649,2430,3860,60,2430,3800,10,192886
650,2140,2650,30,600,740,10,171194
651,2180,3960,10,610,1110,0,196002
652,2140,4270,20,600,4270,20,212686
653,2210,3890,10,1950,1090,0,193918
654,2180,3880,10,610,1090,0,193388
655,2130,4140,10,600,4140,10,206487
656,2160,3970,20,2030,1120,0,197734
657,2190,3900,20,610,1100,0,197904
658,2090,4260,70,590,4260,70,212947
659,2250,3910,50,1960,1100,10,195050
660,2140,2710,30,600,760,10,176743
661,2200,4260,70,620,4260,70,211894
662,2250,2650,20,1950,740,10,171145
663,2190,4000,70,620,1120,20,199056
664,10060,2850,20,0,770,10,177014
665,2230,4000,20,630,1120,10,198955
666,2590,3930,30,2590,3700,10,196602
667,2290,3860,70,640,1080,20,193027
668,2080,3940,10,580,1110,0,195680
669,2460,3860,10,2460,3780,0,192115
670,2250,3880,10,630,1090,0,192976
671,2090,3990,40,590,1120,10,198515
672,2360,4160,20,660,4160,20,207699
673,2130,3930,20,2000,1100,10,196292
674,2330,3950,60,650,1110,20,197244
675,2420,4330,70,680,4330,70,216501
676,2190,3940,10,1890,1110,0,195640
677,2190,8160,60,610,0,0,581774
678,2020,4120,20,40,1150,10,200238
679,2210,2680,30,620,750,10,172036
680,2180,4370,70,610,0,0,217594
681,2620,4390,20,0,0,0,228860
682,2160,2680,20,0,0,0,171074
683,2190,4290,70,0,4290,70,213558
684,2180,2650,20,1430,740,10,171264
685,2170,3960,70,610,1110,20,196453
686,2200,4250,70,620,4250,70,212957
687,2200,2640,20,1960,740,0,169302
688,2190,3990,70,610,1120,20,197684
689,2160,3900,20,600,1100,0,194780
690,2510,2650,30,2510,2650,30,170102
691,2170,3960,70,1320,1110,20,196702
692,2190,3950,70,610,1110,20,197944
693,2490,2650,20,0,0,0,170703
694,2170,4020,70,0,0,0,199507
695,2240,2640,20,0,0,0,169301
696,2180,4330,70,0,4330,70,214819
697,13920,2890,30,13920,2890,30,183642
698,2440,2710,20,2440,2280,10,174450
699,2200,3990,70,620,1120,20,198365
700,2180,3040,20,610,3040,20,192416
