Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Enabled,Mean,Error,StdDev,Median,Max,Gen0,Allocated
SynchronousBatch,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,False,521.076 ns,1.1342 ns,1.5142 ns,520.675 ns,527.202 ns,0.0084,144 B
PendingBatch,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,False,948.786 ns,3.9940 ns,5.3318 ns,947.910 ns,969.906 ns,0.0265,480 B
PublisherControl,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,False,5.559 ns,0.0068 ns,0.0091 ns,5.558 ns,5.589 ns,0.0000,0 B
SynchronousBatch,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,True,517.182 ns,1.2267 ns,1.6376 ns,516.762 ns,524.047 ns,0.0083,144 B
PendingBatch,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,True,959.202 ns,3.0806 ns,4.1125 ns,958.730 ns,971.803 ns,0.0270,480 B
PublisherControl,A2,False,Default,Default,Default,Default,Default,DontRemove,1,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,InProcessEmitToolchain,Default,Default,25,250ms,Default,Default,Default,Default,Default,Default,Default,16,8,True,5.559 ns,0.0072 ns,0.0096 ns,5.560 ns,5.592 ns,0.0000,0 B
