workload,timestamp,cpu_ms,jit_methods,jit_ms,threads,pending_work,gc0,gc1,gc2,allocated_bytes,heap_bytes,rss_bytes
"WorkloadJitting  1: 1 op, 157000.00 ns, 157.0000 us/op",23235282461589,328.125,2390,166.4055,13,0,10,10,10,4528672,452912,56881152
"WorkloadWarmup   1: 1024 op, 94900.00 ns, 92.6758 ns/op",23235282806173,343.75,2487,172.5468,13,0,98,98,98,4690632,456056,56823808
"WorkloadActual   1: 1024 op, 95100.00 ns, 92.8711 ns/op",23235282927227,359.375,2491,172.8149,13,0,102,102,102,4703104,456928,56799232
