workload,timestamp,cpu_ms,jit_methods,jit_ms,threads,pending_work,gc0,gc1,gc2,allocated_bytes,heap_bytes,rss_bytes
"WorkloadJitting  1: 1 op, 147800.00 ns, 147.8000 us/op",23235225362141,296.875,2384,168.5181,10,0,10,10,10,4525048,449792,56627200
"WorkloadWarmup   1: 1024 op, 29200.00 ns, 28.5156 ns/op",23235225699685,328.125,2481,174.5278,10,0,102,102,102,4693576,452776,56569856
"WorkloadActual   1: 1024 op, 37000.00 ns, 36.1328 ns/op",23235225829182,343.75,2485,174.7817,10,0,106,106,106,4705920,453680,56496128
