Sample,Start,Release,Resume,HandlerEnd,Return,End,Gen0Before,Gen0After,Gen2Before,Gen2After,ThreadsBefore,ThreadsAfter
1,191644524195,191644530437,191644533342,191644690935,191644704069,191644704430,1736,1736,1736,1736,5,5
2,191644833449,191644837868,191644838901,191644992437,191645004689,191645004970,1736,1736,1736,1736,5,5
3,191645162452,191645169125,191645170916,191645328559,191645341854,191645342094,1736,1736,1736,1736,5,5
4,191645464441,191645469621,191645470554,191645625412,191645637956,191645638276,1736,1736,1736,1736,5,5
5,191645759691,191645764400,191645765360,191645921661,191645934474,191645934735,1736,1736,1736,1736,5,5
6,191646071619,191646076629,191646077662,191646234544,191646247868,191646248189,1736,1736,1736,1736,5,5
7,191646371247,191646375986,191646376956,191646533517,191646546241,191646546451,1736,1736,1736,1736,5,5
8,191646669029,191646673988,191646675222,191646830100,191646842182,191646842393,1736,1736,1736,1736,5,5
9,191646965170,191646970641,191646971661,191647146456,191647158698,191647158909,1736,1736,1736,1736,5,5
10,191647282158,191647286926,191647288030,191647445643,191647457886,191647458136,1736,1736,1736,1736,5,5
11,191647579422,191647584260,191647585381,191647754645,191647767710,191647767960,1736,1736,1736,1736,5,5
12,191647891008,191647895837,191647896891,191648068620,191648081474,191648081735,1736,1736,1736,1736,5,5
13,191648205905,191648210924,191648211855,191648368956,191648381570,191648381800,1736,1736,1736,1736,5,5
14,191648506372,191648512193,191648513376,191648669066,191648681829,191648682140,1736,1736,1736,1736,5,5
15,191648803275,191648809336,191648810476,191648966016,191648978248,191648978488,1736,1736,1736,1736,5,5
16,191649115954,191649120883,191649121716,191649276634,191649289438,191649289658,1736,1736,1736,1736,5,5
17,191649411955,191649416904,191649417744,191649574927,191649587800,191649588061,1736,1736,1736,1736,5,5
18,191649714195,191649719886,191649720819,191649877109,191649888881,191649889072,1736,1736,1736,1736,5,5
19,191650022489,191650027509,191650028589,191650189899,191650202041,191650202272,1736,1736,1736,1736,5,5
20,191650324609,191650329257,191650330221,191650486361,191650498093,191650498383,1736,1736,1736,1736,5,5
21,191650620360,191650626070,191650627061,191650783030,191650794772,191650794982,1736,1736,1736,1736,5,5
22,191650922579,191650927709,191650929973,191651152346,191651156294,191651156514,1736,1736,1736,1736,5,5
23,191651865200,191651871522,191651872636,191652071806,191652087174,191652087495,1737,1737,1737,1737,5,5
24,191652212327,191652217937,191652218937,191652374526,191652386629,191652386889,1737,1737,1737,1737,5,5
25,191652515658,191652521199,191652522202,191652681809,191652694612,191652694873,1737,1737,1737,1737,5,5
26,191652820577,191652825476,191652826486,191652982115,191652994218,191652994408,1737,1737,1737,1737,5,5
27,191653153113,191653158583,191653159586,191653358606,191653362662,191653362912,1737,1737,1737,1737,5,5
28,191653483046,191653487474,191653489567,191653648693,191653660796,191653661026,1737,1737,1737,1737,5,5
29,191653766252,191653771591,191653772765,191653968789,191653972666,191653972907,1737,1737,1737,1737,5,5
30,191654096547,191654101626,191654103227,191654261902,191654275527,191654275788,1737,1737,1737,1737,5,5
31,191654380843,191654385872,191654387888,191654544428,191654559026,191654559316,1737,1737,1737,1737,5,5
32,191654679700,191654685591,191654686661,191654889888,191654894046,191654894287,1737,1737,1737,1737,5,5
33,191654997588,191655001957,191655003842,191655177164,191655189587,191655189817,1737,1737,1737,1737,5,5
34,191655295884,191655301485,191655303518,191655499232,191655501937,191655502137,1737,1737,1737,1737,5,5
35,191655606281,191655609717,191655611160,191655806913,191655809117,191655809338,1737,1737,1737,1737,5,5
